series_id,industry,year,month,employment
CES0500000001,Total private,1983,2,72913.0
CES0500000001,Total private,1983,3,73085.0
CES0500000001,Total private,1983,4,73374.0
CES0500000001,Total private,1983,5,73639.0
CES0500000001,Total private,1983,6,74001.0
CES0500000001,Total private,1983,7,74426.0
CES0500000001,Total private,1983,8,74113.0
CES0500000001,Total private,1983,9,75205.0
CES0500000001,Total private,1983,10,75534.0
CES0500000001,Total private,1983,11,75878.0
CES0500000001,Total private,1983,12,76222.0
CES0500000001,Total private,1984,1,76663.0
CES0500000001,Total private,1984,2,77132.0
CES0500000001,Total private,1984,3,77399.0
CES0500000001,Total private,1984,4,77717.0
CES0500000001,Total private,1984,5,77995.0
CES0500000001,Total private,1984,6,78352.0
CES0500000001,Total private,1984,7,78617.0
CES0500000001,Total private,1984,8,78808.0
CES0500000001,Total private,1984,9,79089.0
CES0500000001,Total private,1984,10,79355.0
CES0500000001,Total private,1984,11,79671.0
CES0500000001,Total private,1984,12,79825.0
CES0500000001,Total private,1985,1,80036.0
CES0500000001,Total private,1985,2,80154.0
CES0500000001,Total private,1985,3,80447.0
CES0500000001,Total private,1985,4,80608.0
CES0500000001,Total private,1985,5,80838.0
CES0500000001,Total private,1985,6,80961.0
CES0500000001,Total private,1985,7,81028.0
CES0500000001,Total private,1985,8,81221.0
CES0500000001,Total private,1985,9,81407.0
CES0500000001,Total private,1985,10,81579.0
CES0500000001,Total private,1985,11,81769.0
CES0500000001,Total private,1985,12,81915.0
CES0500000001,Total private,1986,1,82017.0
CES0500000001,Total private,1986,2,82088.0
CES0500000001,Total private,1986,3,82179.0
CES0500000001,Total private,1986,4,82356.0
CES0500000001,Total private,1986,5,82458.0
CES0500000001,Total private,1986,6,82376.0
CES0500000001,Total private,1986,7,82694.0
CES0500000001,Total private,1986,8,82788.0
CES0500000001,Total private,1986,9,83024.0
CES0500000001,Total private,1986,10,83152.0
CES0500000001,Total private,1986,11,83303.0
CES0500000001,Total private,1986,12,83488.0
CES0500000001,Total private,1987,1,83633.0
CES0500000001,Total private,1987,2,83883.0
CES0500000001,Total private,1987,3,84100.0
CES0500000001,Total private,1987,4,84390.0
CES0500000001,Total private,1987,5,84616.0
CES0500000001,Total private,1987,6,84776.0
CES0500000001,Total private,1987,7,85087.0
CES0500000001,Total private,1987,8,85248.0
CES0500000001,Total private,1987,9,85512.0
CES0500000001,Total private,1987,10,85869.0
CES0500000001,Total private,1987,11,86073.0
CES0500000001,Total private,1987,12,86314.0
CES0500000001,Total private,1988,1,86388.0
CES0500000001,Total private,1988,2,86825.0
CES0500000001,Total private,1988,3,87042.0
CES0500000001,Total private,1988,4,87280.0
CES0500000001,Total private,1988,5,87481.0
CES0500000001,Total private,1988,6,87811.0
CES0500000001,Total private,1988,7,88056.0
CES0500000001,Total private,1988,8,88130.0
CES0500000001,Total private,1988,9,88379.0
CES0500000001,Total private,1988,10,88606.0
CES0500000001,Total private,1988,11,88871.0
CES0500000001,Total private,1988,12,89162.0
CES0500000001,Total private,1989,1,89387.0
CES0500000001,Total private,1989,2,89615.0
CES0500000001,Total private,1989,3,89799.0
CES0500000001,Total private,1989,4,89951.0
CES0500000001,Total private,1989,5,90037.0
CES0500000001,Total private,1989,6,90115.0
CES0500000001,Total private,1989,7,90164.0
CES0500000001,Total private,1989,8,90131.0
CES0500000001,Total private,1989,9,90342.0
CES0500000001,Total private,1989,10,90443.0
CES0500000001,Total private,1989,11,90695.0
CES0500000001,Total private,1989,12,90761.0
CES0500000001,Total private,1990,1,91045.0
CES0500000001,Total private,1990,2,91259.0
CES0500000001,Total private,1990,3,91346.0
CES0500000001,Total private,1990,4,91297.0
CES0500000001,Total private,1990,5,91229.0
CES0500000001,Total private,1990,6,91294.0
CES0500000001,Total private,1990,7,91255.0
CES0500000001,Total private,1990,8,91150.0
CES0500000001,Total private,1990,9,91085.0
CES0500000001,Total private,1990,10,90934.0
CES0500000001,Total private,1990,11,90772.0
CES0500000001,Total private,1990,12,90700.0
CES0500000001,Total private,1991,1,90584.0
CES0500000001,Total private,1991,2,90253.0
CES0500000001,Total private,1991,3,90080.0
CES0500000001,Total private,1991,4,89865.0
CES0500000001,Total private,1991,5,89755.0
CES0500000001,Total private,1991,6,89769.0
CES0500000001,Total private,1991,7,89692.0
CES0500000001,Total private,1991,8,89733.0
CES0500000001,Total private,1991,9,89792.0
CES0500000001,Total private,1991,10,89768.0
CES0500000001,Total private,1991,11,89673.0
CES0500000001,Total private,1991,12,89689.0
CES0500000001,Total private,1992,1,89677.0
CES0500000001,Total private,1992,2,89623.0
CES0500000001,Total private,1992,3,89652.0
CES0500000001,Total private,1992,4,89777.0
CES0500000001,Total private,1992,5,89893.0
CES0500000001,Total private,1992,6,89944.0
CES0500000001,Total private,1992,7,89976.0
CES0500000001,Total private,1992,8,90033.0
CES0500000001,Total private,1992,9,90122.0
CES0500000001,Total private,1992,10,90311.0
CES0500000001,Total private,1992,11,90442.0
CES0500000001,Total private,1992,12,90624.0
CES0500000001,Total private,1993,1,90889.0
CES0500000001,Total private,1993,2,91145.0
CES0500000001,Total private,1993,3,91097.0
CES0500000001,Total private,1993,4,91362.0
CES0500000001,Total private,1993,5,91620.0
CES0500000001,Total private,1993,6,91773.0
CES0500000001,Total private,1993,7,91994.0
CES0500000001,Total private,1993,8,92172.0
CES0500000001,Total private,1993,9,92407.0
CES0500000001,Total private,1993,10,92692.0
CES0500000001,Total private,1993,11,92919.0
CES0500000001,Total private,1993,12,93216.0
CES0500000001,Total private,1994,1,93454.0
CES0500000001,Total private,1994,2,93632.0
CES0500000001,Total private,1994,3,94055.0
CES0500000001,Total private,1994,4,94366.0
CES0500000001,Total private,1994,5,94658.0
CES0500000001,Total private,1994,6,94965.0
CES0500000001,Total private,1994,7,95307.0
CES0500000001,Total private,1994,8,95596.0
CES0500000001,Total private,1994,9,95909.0
CES0500000001,Total private,1994,10,96113.0
CES0500000001,Total private,1994,11,96500.0
CES0500000001,Total private,1994,12,96786.0
CES0500000001,Total private,1995,1,97108.0
CES0500000001,Total private,1995,2,97287.0
CES0500000001,Total private,1995,3,97481.0
CES0500000001,Total private,1995,4,97632.0
CES0500000001,Total private,1995,5,97628.0
CES0500000001,Total private,1995,6,97846.0
CES0500000001,Total private,1995,7,97945.0
CES0500000001,Total private,1995,8,98217.0
CES0500000001,Total private,1995,9,98443.0
CES0500000001,Total private,1995,10,98562.0
CES0500000001,Total private,1995,11,98702.0
CES0500000001,Total private,1995,12,98859.0
CES0500000001,Total private,1996,1,98867.0
CES0500000001,Total private,1996,2,99253.0
CES0500000001,Total private,1996,3,99460.0
CES0500000001,Total private,1996,4,99643.0
CES0500000001,Total private,1996,5,99968.0
CES0500000001,Total private,1996,6,100242.0
CES0500000001,Total private,1996,7,100472.0
CES0500000001,Total private,1996,8,100694.0
CES0500000001,Total private,1996,9,100833.0
CES0500000001,Total private,1996,10,101111.0
CES0500000001,Total private,1996,11,101382.0
CES0500000001,Total private,1996,12,101572.0
CES0500000001,Total private,1997,1,101763.0
CES0500000001,Total private,1997,2,102075.0
CES0500000001,Total private,1997,3,102383.0
CES0500000001,Total private,1997,4,102686.0
CES0500000001,Total private,1997,5,102959.0
CES0500000001,Total private,1997,6,103156.0
CES0500000001,Total private,1997,7,103428.0
CES0500000001,Total private,1997,8,103470.0
CES0500000001,Total private,1997,9,103896.0
CES0500000001,Total private,1997,10,104186.0
CES0500000001,Total private,1997,11,104464.0
CES0500000001,Total private,1997,12,104783.0
CES0500000001,Total private,1998,1,105036.0
CES0500000001,Total private,1998,2,105231.0
CES0500000001,Total private,1998,3,105373.0
CES0500000001,Total private,1998,4,105629.0
CES0500000001,Total private,1998,5,105970.0
CES0500000001,Total private,1998,6,106197.0
CES0500000001,Total private,1998,7,106282.0
CES0500000001,Total private,1998,8,106587.0
CES0500000001,Total private,1998,9,106759.0
CES0500000001,Total private,1998,10,106948.0
CES0500000001,Total private,1998,11,107178.0
CES0500000001,Total private,1998,12,107516.0
CES0500000001,Total private,1999,1,107615.0
CES0500000001,Total private,1999,2,107973.0
CES0500000001,Total private,1999,3,108066.0
CES0500000001,Total private,1999,4,108358.0
CES0500000001,Total private,1999,5,108584.0
CES0500000001,Total private,1999,6,108812.0
CES0500000001,Total private,1999,7,109083.0
CES0500000001,Total private,1999,8,109197.0
CES0500000001,Total private,1999,9,109367.0
CES0500000001,Total private,1999,10,109721.0
CES0500000001,Total private,1999,11,109970.0
CES0500000001,Total private,1999,12,110243.0
CES0500000001,Total private,2000,1,110440.0
CES0500000001,Total private,2000,2,110521.0
CES0500000001,Total private,2000,3,110871.0
CES0500000001,Total private,2000,4,111082.0
CES0500000001,Total private,2000,5,110958.0
CES0500000001,Total private,2000,6,111176.0
CES0500000001,Total private,2000,7,111361.0
CES0500000001,Total private,2000,8,111397.0
CES0500000001,Total private,2000,9,111602.0
CES0500000001,Total private,2000,10,111609.0
CES0500000001,Total private,2000,11,111796.0
CES0500000001,Total private,2000,12,111912.0
CES0500000001,Total private,2001,1,111868.0
CES0500000001,Total private,2001,2,111882.0
CES0500000001,Total private,2001,3,111806.0
CES0500000001,Total private,2001,4,111466.0
CES0500000001,Total private,2001,5,111379.0
CES0500000001,Total private,2001,6,111163.0
CES0500000001,Total private,2001,7,110987.0
CES0500000001,Total private,2001,8,110803.0
CES0500000001,Total private,2001,9,110521.0
CES0500000001,Total private,2001,10,110177.0
CES0500000001,Total private,2001,11,109818.0
CES0500000001,Total private,2001,12,109628.0
CES0500000001,Total private,2002,1,109482.0
CES0500000001,Total private,2002,2,109347.0
CES0500000001,Total private,2002,3,109291.0
CES0500000001,Total private,2002,4,109173.0
CES0500000001,Total private,2002,5,109118.0
CES0500000001,Total private,2002,6,109125.0
CES0500000001,Total private,2002,7,109040.0
CES0500000001,Total private,2002,8,108992.0
CES0500000001,Total private,2002,9,108956.0
CES0500000001,Total private,2002,10,109058.0
CES0500000001,Total private,2002,11,109035.0
CES0500000001,Total private,2002,12,108877.0
CES0500000001,Total private,2003,1,108947.0
CES0500000001,Total private,2003,2,108817.0
CES0500000001,Total private,2003,3,108625.0
CES0500000001,Total private,2003,4,108578.0
CES0500000001,Total private,2003,5,108630.0
CES0500000001,Total private,2003,6,108580.0
CES0500000001,Total private,2003,7,108551.0
CES0500000001,Total private,2003,8,108597.0
CES0500000001,Total private,2003,9,108748.0
CES0500000001,Total private,2003,10,108881.0
CES0500000001,Total private,2003,11,108945.0
CES0500000001,Total private,2003,12,109043.0
CES0500000001,Total private,2004,1,109218.0
CES0500000001,Total private,2004,2,109271.0
CES0500000001,Total private,2004,3,109552.0
CES0500000001,Total private,2004,4,109798.0
CES0500000001,Total private,2004,5,110083.0
CES0500000001,Total private,2004,6,110193.0
CES0500000001,Total private,2004,7,110248.0
CES0500000001,Total private,2004,8,110313.0
CES0500000001,Total private,2004,9,110454.0
CES0500000001,Total private,2004,10,110773.0
CES0500000001,Total private,2004,11,110811.0
CES0500000001,Total private,2004,12,110937.0
CES0500000001,Total private,2005,1,111046.0
CES0500000001,Total private,2005,2,111290.0
CES0500000001,Total private,2005,3,111414.0
CES0500000001,Total private,2005,4,111766.0
CES0500000001,Total private,2005,5,111908.0
CES0500000001,Total private,2005,6,112185.0
CES0500000001,Total private,2005,7,112443.0
CES0500000001,Total private,2005,8,112639.0
CES0500000001,Total private,2005,9,112707.0
CES0500000001,Total private,2005,10,112812.0
CES0500000001,Total private,2005,11,113138.0
CES0500000001,Total private,2005,12,113280.0
CES0500000001,Total private,2006,1,113580.0
CES0500000001,Total private,2006,2,113855.0
CES0500000001,Total private,2006,3,114135.0
CES0500000001,Total private,2006,4,114291.0
CES0500000001,Total private,2006,5,114323.0
CES0500000001,Total private,2006,6,114415.0
CES0500000001,Total private,2006,7,114556.0
CES0500000001,Total private,2006,8,114681.0
CES0500000001,Total private,2006,9,114744.0
CES0500000001,Total private,2006,10,114775.0
CES0500000001,Total private,2006,11,114977.0
CES0500000001,Total private,2006,12,115161.0
CES0500000001,Total private,2007,1,115377.0
CES0500000001,Total private,2007,2,115429.0
CES0500000001,Total private,2007,3,115635.0
CES0500000001,Total private,2007,4,115672.0
CES0500000001,Total private,2007,5,115799.0
CES0500000001,Total private,2007,6,115863.0
CES0500000001,Total private,2007,7,115873.0
CES0500000001,Total private,2007,8,115787.0
CES0500000001,Total private,2007,9,115820.0
CES0500000001,Total private,2007,10,115878.0
CES0500000001,Total private,2007,11,115956.0
CES0500000001,Total private,2007,12,116019.0
CES0500000001,Total private,2008,1,116003.0
CES0500000001,Total private,2008,2,115912.0
CES0500000001,Total private,2008,3,115816.0
CES0500000001,Total private,2008,4,115590.0
CES0500000001,Total private,2008,5,115368.0
CES0500000001,Total private,2008,6,115183.0
CES0500000001,Total private,2008,7,114929.0
CES0500000001,Total private,2008,8,114644.0
CES0500000001,Total private,2008,9,114223.0
CES0500000001,Total private,2008,10,113742.0
CES0500000001,Total private,2008,11,112981.0
CES0500000001,Total private,2008,12,112291.0
CES0500000001,Total private,2009,1,111500.0
CES0500000001,Total private,2009,2,110742.0
CES0500000001,Total private,2009,3,109934.0
CES0500000001,Total private,2009,4,109145.0
CES0500000001,Total private,2009,5,108849.0
CES0500000001,Total private,2009,6,108432.0
CES0500000001,Total private,2009,7,108141.0
CES0500000001,Total private,2009,8,107935.0
CES0500000001,Total private,2009,9,107795.0
CES0500000001,Total private,2009,10,107537.0
CES0500000001,Total private,2009,11,107524.0
CES0500000001,Total private,2009,12,107326.0
CES0500000001,Total private,2010,1,107311.0
CES0500000001,Total private,2010,2,107230.0
CES0500000001,Total private,2010,3,107348.0
CES0500000001,Total private,2010,4,107551.0
CES0500000001,Total private,2010,5,107646.0
CES0500000001,Total private,2010,6,107770.0
CES0500000001,Total private,2010,7,107846.0
CES0500000001,Total private,2010,8,107995.0
CES0500000001,Total private,2010,9,108094.0
CES0500000001,Total private,2010,10,108323.0
CES0500000001,Total private,2010,11,108462.0
CES0500000001,Total private,2010,12,108564.0
CES0500000001,Total private,2011,1,108579.0
CES0500000001,Total private,2011,2,108842.0
CES0500000001,Total private,2011,3,109091.0
CES0500000001,Total private,2011,4,109413.0
CES0500000001,Total private,2011,5,109574.0
CES0500000001,Total private,2011,6,109767.0
CES0500000001,Total private,2011,7,109943.0
CES0500000001,Total private,2011,8,110108.0
CES0500000001,Total private,2011,9,110361.0
CES0500000001,Total private,2011,10,110555.0
CES0500000001,Total private,2011,11,110719.0
CES0500000001,Total private,2011,12,110934.0
CES0500000001,Total private,2012,1,111300.0
CES0500000001,Total private,2012,2,111562.0
CES0500000001,Total private,2012,3,111805.0
CES0500000001,Total private,2012,4,111894.0
CES0500000001,Total private,2012,5,112021.0
CES0500000001,Total private,2012,6,112083.0
CES0500000001,Total private,2012,7,112244.0
CES0500000001,Total private,2012,8,112423.0
CES0500000001,Total private,2012,9,112592.0
CES0500000001,Total private,2012,10,112766.0
CES0500000001,Total private,2012,11,112942.0
CES0500000001,Total private,2012,12,113187.0
CES0500000001,Total private,2013,1,113388.0
CES0500000001,Total private,2013,2,113665.0
CES0500000001,Total private,2013,3,113819.0
CES0500000001,Total private,2013,4,114004.0
CES0500000001,Total private,2013,5,114232.0
CES0500000001,Total private,2013,6,114439.0
CES0500000001,Total private,2013,7,114576.0
CES0500000001,Total private,2013,8,114815.0
CES0500000001,Total private,2013,9,114986.0
CES0500000001,Total private,2013,10,115211.0
CES0500000001,Total private,2013,11,115474.0
CES0500000001,Total private,2013,12,115552.0
CES0500000001,Total private,2014,1,115747.0
CES0500000001,Total private,2014,2,115887.0
CES0500000001,Total private,2014,3,116152.0
CES0500000001,Total private,2014,4,116445.0
CES0500000001,Total private,2014,5,116681.0
CES0500000001,Total private,2014,6,116954.0
CES0500000001,Total private,2014,7,117171.0
CES0500000001,Total private,2014,8,117414.0
CES0500000001,Total private,2014,9,117666.0
CES0500000001,Total private,2014,10,117881.0
CES0500000001,Total private,2014,11,118157.0
CES0500000001,Total private,2014,12,118417.0
CES0500000001,Total private,2015,1,118608.0
CES0500000001,Total private,2015,2,118849.0
CES0500000001,Total private,2015,3,118953.0
CES0500000001,Total private,2015,4,119191.0
CES0500000001,Total private,2015,5,119526.0
CES0500000001,Total private,2015,6,119694.0
CES0500000001,Total private,2015,7,119941.0
CES0500000001,Total private,2015,8,120065.0
CES0500000001,Total private,2015,9,120235.0
CES0500000001,Total private,2015,10,120523.0
CES0500000001,Total private,2015,11,120727.0
CES0500000001,Total private,2015,12,120980.0
CES0500000001,Total private,2016,1,121096.0
CES0500000001,Total private,2016,2,121268.0
CES0500000001,Total private,2016,3,121484.0
CES0500000001,Total private,2016,4,121670.0
CES0500000001,Total private,2016,5,121701.0
CES0500000001,Total private,2016,6,121967.0
CES0500000001,Total private,2016,7,122231.0
CES0500000001,Total private,2016,8,122377.0
CES0500000001,Total private,2016,9,122644.0
CES0500000001,Total private,2016,10,122770.0
CES0500000001,Total private,2016,11,122906.0
CES0500000001,Total private,2016,12,123104.0
CES0500000001,Total private,2017,1,123312.0
CES0500000001,Total private,2017,2,123520.0
CES0500000001,Total private,2017,3,123641.0
CES0500000001,Total private,2017,4,123840.0
CES0500000001,Total private,2017,5,124033.0
CES0500000001,Total private,2017,6,124223.0
CES0500000001,Total private,2017,7,124398.0
CES0500000001,Total private,2017,8,124609.0
CES0500000001,Total private,2017,9,124675.0
CES0500000001,Total private,2017,10,124788.0
CES0500000001,Total private,2017,11,124993.0
CES0500000001,Total private,2017,12,125139.0
CES0500000001,Total private,2018,1,125286.0
CES0500000001,Total private,2018,2,125635.0
CES0500000001,Total private,2018,3,125853.0
CES0500000001,Total private,2018,4,125976.0
CES0500000001,Total private,2018,5,126293.0
CES0500000001,Total private,2018,6,126478.0
CES0500000001,Total private,2018,7,126584.0
CES0500000001,Total private,2018,8,126809.0
CES0500000001,Total private,2018,9,126884.0
CES0500000001,Total private,2018,10,127048.0
CES0500000001,Total private,2018,11,127144.0
CES0500000001,Total private,2018,12,127298.0
CES0500000001,Total private,2019,1,127552.0
CES0500000001,Total private,2019,2,127542.0
CES0500000001,Total private,2019,3,127726.0
CES0500000001,Total private,2019,4,127972.0
CES0500000001,Total private,2019,5,128056.0
CES0500000001,Total private,2019,6,128234.0
CES0500000001,Total private,2019,7,128365.0
CES0500000001,Total private,2019,8,128544.0
CES0500000001,Total private,2019,9,128712.0
CES0500000001,Total private,2019,10,128790.0
CES0500000001,Total private,2019,11,128958.0
CES0500000001,Total private,2019,12,129068.0
CES0500000001,Total private,2020,1,129250.0
CES0500000001,Total private,2020,2,129436.0
CES0500000001,Total private,2020,3,128068.0
CES0500000001,Total private,2020,4,108517.0
CES0500000001,Total private,2020,5,111647.0
CES0500000001,Total private,2020,6,116259.0
CES0500000001,Total private,2020,7,117741.0
CES0500000001,Total private,2020,8,118821.0
CES0500000001,Total private,2020,9,119841.0
CES0500000001,Total private,2020,10,120655.0
CES0500000001,Total private,2020,11,121050.0
CES0500000001,Total private,2020,12,120870.0
CES0500000001,Total private,2021,1,121122.0
CES0500000001,Total private,2021,2,121626.0
CES0500000001,Total private,2021,3,122388.0
CES0500000001,Total private,2021,4,122694.0
CES0500000001,Total private,2021,5,123136.0
CES0500000001,Total private,2021,6,123789.0
CES0500000001,Total private,2021,7,124723.0
CES0500000001,Total private,2021,8,125178.0
CES0500000001,Total private,2021,9,125669.0
CES0500000001,Total private,2021,10,126545.0
CES0500000001,Total private,2021,11,127184.0
CES0500000001,Total private,2021,12,127754.0
CES0500000001,Total private,2022,1,127957.0
CES0500000001,Total private,2022,2,128793.0
CES0500000001,Total private,2022,3,129282.0
CES0500000001,Total private,2022,4,129554.0
CES0500000001,Total private,2022,5,129799.0
CES0500000001,Total private,2022,6,130216.0
CES0500000001,Total private,2022,7,130766.0
CES0500000001,Total private,2022,8,131056.0
CES0500000001,Total private,2022,9,131285.0
CES0500000001,Total private,2022,10,131646.0
CES0500000001,Total private,2022,11,131863.0
CES0500000001,Total private,2022,12,131977.0
CES0500000001,Total private,2023,1,132292.0
CES0500000001,Total private,2023,2,132528.0
CES0500000001,Total private,2023,3,132554.0
CES0500000001,Total private,2023,4,132733.0
CES0500000001,Total private,2023,5,132933.0
CES0500000001,Total private,2023,6,133088.0
CES0500000001,Total private,2023,7,133206.0
CES0500000001,Total private,2023,8,133354.0
CES0500000001,Total private,2023,9,133469.0
CES0500000001,Total private,2023,10,133583.0
CES0500000001,Total private,2023,11,133667.0
CES0500000001,Total private,2023,12,133766.0
CES0500000001,Total private,2024,1,133892.0
CES0500000001,Total private,2024,2,134027.0
CES0500000001,Total private,2024,3,134170.0
CES0500000001,Total private,2024,4,134233.0
CES0500000001,Total private,2024,5,134278.0
CES0500000001,Total private,2024,6,134356.0
CES0500000001,Total private,2024,7,134348.0
CES0500000001,Total private,2024,8,134321.0
CES0500000001,Total private,2024,9,134463.0
CES0500000001,Total private,2024,10,134459.0
CES0500000001,Total private,2024,11,134575.0
CES0500000001,Total private,2024,12,134787.0
CES0500000001,Total private,2025,1,134711.0
CES0500000001,Total private,2025,2,134751.0
CES0500000001,Total private,2025,3,134818.0
CES0500000001,Total private,2025,4,134917.0
CES0500000001,Total private,2025,5,134937.0
CES0500000001,Total private,2025,6,134892.0
CES0500000001,Total private,2025,7,134957.0
CES0500000001,Total private,2025,8,134937.0
CES0500000001,Total private,2025,9,135005.0
CES0500000001,Total private,2025,10,135018.0
CES0500000001,Total private,2025,11,135090.0
CES0500000001,Total private,2025,12,135083.0
CES1000000001,Mining and logging,1976,1,824.0
CES1000000001,Mining and logging,1976,2,822.0
CES1000000001,Mining and logging,1976,3,825.0
CES1000000001,Mining and logging,1976,4,825.0
CES1000000001,Mining and logging,1976,5,826.0
CES1000000001,Mining and logging,1976,6,829.0
CES1000000001,Mining and logging,1976,7,837.0
CES1000000001,Mining and logging,1976,8,810.0
CES1000000001,Mining and logging,1976,9,843.0
CES1000000001,Mining and logging,1976,10,844.0
CES1000000001,Mining and logging,1976,11,847.0
CES1000000001,Mining and logging,1976,12,854.0
CES1000000001,Mining and logging,1977,1,857.0
CES1000000001,Mining and logging,1977,2,860.0
CES1000000001,Mining and logging,1977,3,872.0
CES1000000001,Mining and logging,1977,4,879.0
CES1000000001,Mining and logging,1977,5,882.0
CES1000000001,Mining and logging,1977,6,892.0
CES1000000001,Mining and logging,1977,7,866.0
CES1000000001,Mining and logging,1977,8,853.0
CES1000000001,Mining and logging,1977,9,887.0
CES1000000001,Mining and logging,1977,10,889.0
CES1000000001,Mining and logging,1977,11,894.0
CES1000000001,Mining and logging,1977,12,753.0
CES1000000001,Mining and logging,1978,1,752.0
CES1000000001,Mining and logging,1978,2,756.0
CES1000000001,Mining and logging,1978,3,772.0
CES1000000001,Mining and logging,1978,4,928.0
CES1000000001,Mining and logging,1978,5,932.0
CES1000000001,Mining and logging,1978,6,940.0
CES1000000001,Mining and logging,1978,7,946.0
CES1000000001,Mining and logging,1978,8,948.0
CES1000000001,Mining and logging,1978,9,952.0
CES1000000001,Mining and logging,1978,10,959.0
CES1000000001,Mining and logging,1978,11,968.0
CES1000000001,Mining and logging,1978,12,974.0
CES1000000001,Mining and logging,1979,1,979.0
CES1000000001,Mining and logging,1979,2,986.0
CES1000000001,Mining and logging,1979,3,993.0
CES1000000001,Mining and logging,1979,4,992.0
CES1000000001,Mining and logging,1979,5,997.0
CES1000000001,Mining and logging,1979,6,1004.0
CES1000000001,Mining and logging,1979,7,1011.0
CES1000000001,Mining and logging,1979,8,1019.0
CES1000000001,Mining and logging,1979,9,1021.0
CES1000000001,Mining and logging,1979,10,1028.0
CES1000000001,Mining and logging,1979,11,1031.0
CES1000000001,Mining and logging,1979,12,1039.0
CES1000000001,Mining and logging,1980,1,1042.0
CES1000000001,Mining and logging,1980,2,1050.0
CES1000000001,Mining and logging,1980,3,1053.0
CES1000000001,Mining and logging,1980,4,1061.0
CES1000000001,Mining and logging,1980,5,1074.0
CES1000000001,Mining and logging,1980,6,1083.0
CES1000000001,Mining and logging,1980,7,1071.0
CES1000000001,Mining and logging,1980,8,1069.0
CES1000000001,Mining and logging,1980,9,1085.0
CES1000000001,Mining and logging,1980,10,1095.0
