STATEFIP,YEAR,mean_abstract,mean_routine,mean_manual,mean_rti,total_emp,n_obs
2,1987,3.228014755596906,2.618444523921072,3.0028572172787626,-1.2611281248527884,1125550.38,4987.0
2,1988,3.219070803363592,2.6183226891475258,2.9982711105041298,-1.259611716058705,1083808.71,4848.0
2,1989,3.2217735624124124,2.6285890289916605,3.051645611122915,-1.2728527118786777,1092038.19,5066.0
2,1990,3.221752710110567,2.628259992623211,3.0375414783226975,-1.266915207483279,1264969.0999999999,5180.0
2,1991,3.226839179744032,2.626585848049818,2.994078358212607,-1.2564266690262476,1296903.8,4963.0
2,1992,3.202463688209614,2.632060781566799,2.9736752056475066,-1.2400565922683084,1322297.54,4637.0
2,1993,3.1912672789424095,2.6460960098156794,3.028960755392372,-1.2503347772593576,1393913.6900000002,4748.0
2,1994,3.2317232751023433,2.587593992981596,2.9566906576817,-1.2611374906726533,1390224.1863,4149.0
2,1995,3.2636659112217505,2.586283719115057,2.9537816720259418,-1.2721942147518168,1359092.1183,3393.0
2,1996,3.284374387421213,2.565103640819726,2.9187748754362297,-1.2734021022007205,1345304.1834999998,3201.0
2,1997,3.2605475956557908,2.596380030140707,3.0046326451561836,-1.2825359416604345,1431668.5358000002,3425.0
2,1998,3.2721048407828897,2.601404723065261,3.0233182034447985,-1.289510832778214,1507262.4178,3522.0
2,1999,3.2571874182085754,2.613248419442876,3.0411670849414,-1.2875228362331872,1462856.2494,3583.0
2,2000,3.22682702670668,2.6109561855760077,2.9941571142291985,-1.2636845115419708,1493483.589,3585.0
2,2001,3.246084623621918,2.6297593270558957,3.033017800904054,-1.2745043324006526,1523781.4787,4480.0
2,2002,3.243172021131252,2.6042703179258506,3.032031853822322,-1.282030900767264,1511662.7622,4938.0
2,2003,3.242949087181531,2.6257394100119322,3.0673322709459563,-1.2860140045923414,1485625.3034,4802.0
2,2004,3.255069197247758,2.626460810105224,3.0674614954613166,-1.288708120795089,1483689.5987,4641.0
2,2005,3.2688065534859985,2.6440666320323185,3.0609672506096097,-1.2853979206121515,1617550.3286,4637.0
2,2006,3.28194587039923,2.659215123619416,3.0638138742346657,-1.2862733747282038,1684076.7449,4698.0
2,2007,3.2689270394444963,2.6419136834935424,3.0741042547317847,-1.2907625790580362,1690920.163,4640.0
2,2008,3.2515312094595545,2.6504221771635077,3.116276230537929,-1.2965509327410691,1774021.4814,4652.0
2,2009,3.263088602728558,2.640338558855096,3.0768205160440343,-1.2890048357122688,1647934.0706,4290.0
2,2010,3.261196224962713,2.6562813275310035,3.0755698914005456,-1.2842855767098988,1643354.9030000002,4081.0
2,2011,3.2794214209334513,2.631657660271312,3.0459006482150004,-1.2881878932898452,1714674.1632,4006.0
2,2012,3.2953782478185456,2.650170051755127,3.047730205519711,-1.288056026923755,1662544.8888,3799.0
2,2013,3.2941550442899086,2.6258963762384373,3.0330924884966763,-1.2916880831111412,1656307.1646999998,3612.0
2,2014,3.270479826991605,2.652095483576651,3.056667678135635,-1.2823699785105644,1659862.3691999998,3587.0
2,2015,3.2792044624713985,2.664876223767723,3.1311749542568883,-1.3015299526987232,1581009.9379,3378.0
2,2016,3.2809384695722508,2.6016044421751636,3.003878616529156,-1.2862258354979554,1580436.6319,3450.0
2,2017,3.2900727879287732,2.6076656966654617,2.9925759388831827,-1.282650210495128,1579502.0167,3271.0
2,2018,3.289856900373699,2.6111892166495854,3.007818025059096,-1.2838415243125674,1538286.9303000001,3087.0
2,2019,3.326799854473943,2.5777306198761334,2.9551697708537508,-1.2917256076116312,1458740.6511,2917.0
2,2020,3.3412544291089192,2.5844154672551403,2.9851129335851208,-1.305630982275619,1413622.5877999999,2532.0
2,2021,3.3375030562055694,2.5948516511703477,3.0145066666543836,-1.308589876008883,1444572.9670000002,2509.0
2,2022,3.303315164905461,2.5692209815868483,3.0419361747708966,-1.3139360635883275,1545047.5027,2475.0
2,2023,3.3467242171848963,2.5945525252044894,2.9987657203965266,-1.3051883034471208,1584398.4747000001,2609.0
2,2024,3.317443995856412,2.6053301798590858,3.0167347492819276,-1.296715444543666,1583037.2228,2405.0
2,2025,3.320721938514446,2.5871798514943447,2.978929850821639,-1.297143974407007,1546648.5578,2401.0
2,2026,3.3151941496112296,2.568021320591914,2.9385005662662937,-1.2864282621205814,285891.71140000003,436.0
4,1977,3.1879022201245797,2.6775904661864436,3.098984018938684,-1.2627951160357134,2182812.29,1602.0
4,1978,3.1598113415382607,2.708622932014041,3.1486511711326015,-1.2590427814144343,4547807.13,3224.0
4,1979,3.1783723733553573,2.70992495741508,3.171732369647655,-1.2726587019918716,4874251.87,3273.0
4,1980,3.192848084203719,2.711915617799262,3.1016254018978677,-1.2550452088067106,5461769.06,5572.0
4,1981,3.1634581467163434,2.730017807814457,3.116000488708515,-1.2439273044770809,5824622.49,4808.0
4,1982,3.1981729187300703,2.685396281557059,3.052444301889895,-1.248934349532975,6162216.37,4210.0
4,1983,3.1739570119967215,2.677759843322211,3.1243295564866247,-1.2695362379600743,6506975.13,4313.0
4,1984,3.1942906779348177,2.653650003114009,3.0582971521810327,-1.262656198051776,7085811.840000001,4185.0
4,1985,3.191812174619072,2.648057503532643,3.061333139488758,-1.2649299452710405,7768642.63,3726.0
4,1986,3.2058978984997744,2.643722959462151,3.0732057631831644,-1.2737251940013334,8303246.699999999,3781.0
4,1987,3.191420992753644,2.6526420980737555,3.0432676715036195,-1.2549649798589286,8465686.51,3736.0
4,1988,3.200160537835182,2.6453120502907623,3.021635692148122,-1.2533270653455357,8343077.75,3788.0
4,1989,3.2136854326646556,2.6323443624893694,2.992310309947331,-1.253703760633983,8424843.49,3766.0
4,1990,3.203135502890648,2.6271024210295173,3.010104405877084,-1.2576666838205752,8952625.24,3797.0
4,1991,3.197331609916084,2.6272793112401622,2.983718101330883,-1.247503120210731,8946212.629999999,3570.0
4,1992,3.2046907179520177,2.6261774246595153,2.9500425516738105,-1.2393757391294413,8831726.77,3337.0
4,1993,3.2098313084032077,2.6154251368679597,2.9887701343046396,-1.255443893880999,9088219.02,3352.0
4,1994,3.2141610904458893,2.622435627993274,2.990610445985685,-1.2552145230054381,10108240.9275,3763.0
4,1995,3.2315179970849,2.629262844251597,2.9825775629343267,-1.2585693869178642,11196744.887,4387.0
4,1996,3.2214547163857548,2.6327460487306285,3.022692182964999,-1.2671206190166815,10923568.7894,4440.0
4,1997,3.203393888439333,2.6347865532883983,2.9796373641233833,-1.2469149941001823,11903121.0943,4603.0
4,1998,3.223503515733347,2.628259154628862,2.984241158049818,-1.2560770705391833,11842521.009,4647.0
4,1999,3.2416127181516745,2.6144462671892934,2.9847986180636883,-1.2630537425004433,12493785.3909,5026.0
4,2000,3.223581785506245,2.604041897077062,2.977341680141755,-1.260405436556026,13770058.488899998,5288.0
4,2001,3.2560601307874095,2.6229857919283894,3.0188331625758513,-1.2779461561811136,12492571.9232,4435.0
4,2002,3.2726705412375345,2.6046654492233916,2.9658771316491306,-1.2719437777956828,12923928.136300001,4653.0
4,2003,3.2667551420404033,2.5949358648012764,2.948842622031824,-1.2680132471189798,12728129.5231,4491.0
4,2004,3.242143189769045,2.6191259126897655,3.032369119472664,-1.279331304215073,13476659.1215,4465.0
4,2005,3.229609599916284,2.6243012103764394,3.041507678877896,-1.2779712962828216,13979206.1037,4385.0
4,2006,3.226568073679674,2.631951957583117,3.106511914820974,-1.2951671673995073,14738927.0218,4445.0
4,2007,3.2722537858235863,2.6334908198524682,3.0303623583777903,-1.282103741526436,15825521.905299999,4474.0
4,2008,3.2604699877603274,2.63351911599541,2.984875561572872,-1.2636814757505583,15563738.7914,4015.0
4,2009,3.297105332684555,2.594977992257274,2.935140050928781,-1.2711771162806589,14607552.6855,3522.0
4,2010,3.3001182707591226,2.579636204489075,2.9114268605939557,-1.2730264426486404,14115299.3335,3509.0
4,2011,3.2958307661301003,2.580710727910892,2.896244234433922,-1.266109406027341,13794341.4566,3467.0
4,2012,3.2815007480975957,2.609774979819405,2.959158787226687,-1.2727499342884379,13452755.905599998,3462.0
4,2013,3.263271853790226,2.599066374892393,2.9418621703905132,-1.2631579239759634,14309696.990500001,3499.0
4,2014,3.2943938157190376,2.6143832755802445,2.965624331782387,-1.2757067754946887,13813376.5776,3753.0
4,2015,3.271871648617413,2.6075952847001944,2.964257919112191,-1.2694001359869211,14377125.8124,4376.0
4,2016,3.2876066916603297,2.5799591207272536,2.9338629733150974,-1.2746944888114713,14911637.2177,4581.0
4,2017,3.274294440153394,2.5650859871859484,2.923599987243259,-1.2703850940151655,15196399.860199999,4189.0
4,2018,3.270702187033983,2.583505352778274,2.951456664566481,-1.2731725701382837,16417931.527400002,4489.0
4,2019,3.2782212979750254,2.5916703303392414,2.9398908999356044,-1.2667900848475069,17087083.8938,4501.0
4,2020,3.297984119184815,2.5966483877472606,2.955190224536118,-1.2769456865860052,16736968.486200001,3898.0
4,2021,3.299514993649015,2.6061690880609687,2.9953187154209973,-1.2880927210311717,17091638.506,3831.0
4,2022,3.296843951243484,2.6059513482736074,2.9993408182685175,-1.28820423895223,17862132.193,3838.0
4,2023,3.3231974457316507,2.578147656696471,2.965526675250228,-1.2947337388903366,17832067.4137,3661.0
4,2024,3.297932402253447,2.5877799444360488,2.9732664202208703,-1.2837036942131796,16796358.7967,3315.0
4,2025,3.3141285833209935,2.5698998668501503,2.9279992817610494,-1.281621142279788,16159879.7742,3033.0
4,2026,3.351750323669427,2.5723295922263816,2.9508222525569616,-1.3025208097091914,2885244.5907,498.0
5,1977,3.0391457219831195,2.840457207505849,3.307580406374382,-1.2311224823324332,1810581.8599999999,1544.0
5,1978,3.056045227870826,2.83962802776065,3.327146449615309,-1.2383695063183666,3970097.93,3133.0
5,1979,3.0501855128524706,2.8327885373917145,3.283062705548392,-1.2278496968802877,4204826.54,3178.0
5,1980,3.036019295281538,2.839757491429248,3.3170556455402567,-1.2313488340162062,4229933.99,4961.0
5,1981,3.059135759531387,2.816192312334034,3.29317597063589,-1.2396900206150265,4302839.58,4123.0
5,1982,3.0531855729252264,2.8146067946320947,3.247550868009568,-1.2234488915605592,4213971.89,3654.0
5,1983,3.0514941540515057,2.772467693611016,3.2440615953425582,-1.2391004696745034,4261072.930000001,3829.0
5,1984,3.0779247668234806,2.7871593333346487,3.2709104982810198,-1.2492654017076363,4520916.92,3697.0
5,1985,3.0645711280410737,2.7897876499955134,3.3048800672196017,-1.2559020435056625,4785481.2,3902.0
5,1986,3.06717166917188,2.770809355152034,3.2791351717586394,-1.2564809065563096,4761333.92,3856.0
5,1987,3.070222839030855,2.788897361805015,3.253218419523276,-1.2416188950830518,4780319.760000001,3894.0
5,1988,3.0796919458612293,2.7664251869358067,3.271723073071632,-1.2564352111717791,4842242.73,3965.0
5,1989,3.074191957106016,2.7732304766413085,3.2844730787034124,-1.2554754247855517,5118012.33,4043.0
5,1990,3.090338438702221,2.748676956062182,3.2476467705645424,-1.2584985650838496,4811208.300000001,3938.0
5,1991,3.0712632566179954,2.7718909869979815,3.2531407948556534,-1.2458767625444418,4785588.01,3999.0
5,1992,3.0983286288005174,2.783399223469594,3.2523162026419623,-1.2500902729695056,4902733.26,3934.0
5,1993,3.0830556711747374,2.787983910186096,3.2541907696777375,-1.243182156618194,4944023.43,3819.0
5,1994,3.097256501799475,2.7448539781246315,3.227806785348449,-1.2530731856641606,5181514.2321,3666.0
5,1995,3.120852545474442,2.7652216886950054,3.193356527854777,-1.2439144569483063,5680170.3412,3738.0
5,1996,3.0920698408325875,2.8218954360046773,3.2797441655245065,-1.2441884467555766,5634865.985099999,3800.0
5,1997,3.0966782851665013,2.783852624844065,3.263394400577334,-1.2546759795951619,5532444.6711,3648.0
5,1998,3.132186839927394,2.733903013617196,3.160546272136591,-1.2496673631138548,5437111.4012,3541.0
5,1999,3.126264411388577,2.7714233391108234,3.218309007834578,-1.2531551693610121,5704282.767100001,3644.0
5,2000,3.1441372382545674,2.7436173568491573,3.1966221057491455,-1.2588352734474195,5974015.6153,3800.0
5,2001,3.132265253619772,2.7297970955331508,3.185747545080894,-1.2548964309702617,5411635.978800001,3361.0
5,2002,3.145717533833662,2.7198058629524042,3.173664837192923,-1.2615627461083718,5819222.6566,3542.0
5,2003,3.1498578725337065,2.7401296002648583,3.217823057515221,-1.2687884953135662,5563397.0385,3262.0
5,2004,3.1556316109756515,2.7473029901510637,3.229231130076013,-1.2721289747494087,5782350.5866,3260.0
5,2005,3.1599621614964017,2.742566164553318,3.233599708734588,-1.2764870994526647,6253357.7248,3492.0
5,2006,3.1606990683762466,2.751908686659121,3.2676997027075645,-1.2858385628054276,6046812.410300001,3141.0
5,2007,3.1337100235101514,2.7717660513032443,3.297740551839881,-1.278219782005599,5850958.7837,3057.0
5,2008,3.171561490329207,2.744466573842385,3.2386206075916966,-1.281487229025937,5814667.864,2956.0
5,2009,3.201254677258065,2.728521805571362,3.1778528932649897,-1.275910737397094,5704441.323900001,2869.0
5,2010,3.1574830710254402,2.7405671058191987,3.203013068593399,-1.2694064034050967,5352462.029399999,2615.0
5,2011,3.1861313124898376,2.7118750952045843,3.143859405064845,-1.2658841212924594,5418731.5868,2617.0
5,2012,3.2003350109872453,2.6644903112578677,3.1296318202626234,-1.2818363482105033,5181020.9453,2527.0
5,2013,3.1896042712037675,2.6875998166061508,3.161939329307818,-1.2805984272064401,5086494.4435,2572.0
5,2014,3.1752593804316156,2.7326790250288115,3.187778334208813,-1.266753286085352,5307039.4551,3128.0
5,2015,3.2073206139665227,2.6583615454519496,3.1005989514170365,-1.2763902879979692,5364681.7272,3995.0
5,2016,3.2144747433252268,2.672836252963463,3.1422431471799994,-1.2889582713655008,5549594.1362000005,4340.0
5,2017,3.21622054297905,2.6579531993884054,3.096984660782477,-1.2795822056812638,5665338.0030000005,4497.0
5,2018,3.2197632683814144,2.6811365936030334,3.1669231138741876,-1.2937445194713322,5565442.7443,4259.0
5,2019,3.202220573069341,2.6912628010297124,3.1751744969956537,-1.2881824686131287,5681662.072000001,4135.0
5,2020,3.215911865582503,2.679168978282769,3.150160332690892,-1.2878288493707777,5229060.387,3214.0
5,2021,3.2204537054155744,2.666422481114554,3.117052103625097,-1.2833173407537506,5410168.5293000005,3447.0
5,2022,3.221078850558547,2.6747503131616353,3.1233662144346663,-1.280213672679635,5743066.569399999,3493.0
5,2023,3.2426142423827966,2.687968353535525,3.163238313334,-1.2971357359588551,5725778.1858,3419.0
5,2024,3.2555976278865084,2.653012051468609,3.1241231959129596,-1.299475330696515,5794100.879000001,3407.0
5,2025,3.2181610639255025,2.6786559547245288,3.1385091374987097,-1.2839724631864942,5464648.2876,2912.0
5,2026,3.2810606661643544,2.6244508150879864,3.07164293496875,-1.2960669173460835,956783.3276000001,471.0
6,1976,3.1514481809180763,2.729507308159618,3.0640136084928846,-1.2238192687735443,60017285.199999996,36132.0
6,1977,3.1659925924933385,2.725830563596509,3.0592237861507643,-1.2282917685856765,56010962.5,33632.0
6,1978,3.1686236041424163,2.7199098786708316,3.050968432978487,-1.2283669383063067,51982109.85,30354.0
6,1979,3.190729863683336,2.7106682395857633,3.0201026937619955,-1.2273876015000433,55133438.16,31611.0
6,1980,3.202230437418663,2.699886615037391,3.004472417899146,-1.2295603818513803,56713397.92,32006.0
6,1981,3.2108974694507744,2.7036294482155956,2.982434655209532,-1.223143131889403,58552394.07,32482.0
6,1982,3.222834762061933,2.689967255416873,2.9566212942446475,-1.2218808232711624,58562845.769999996,31499.0
6,1983,3.2129038210812833,2.66831396975627,2.9523356664252445,-1.2276814077352736,60446030.550000004,31618.0
6,1984,3.220917869652912,2.6647013402870128,2.9537320887523264,-1.2321455015905127,64070350.099999994,32275.0
6,1985,3.219395743952979,2.6556865747903537,2.964890749210247,-1.237026176304693,66897089.67,30786.0
6,1986,3.2243264773692117,2.6537711428689557,2.9645372979357023,-1.2387380310506668,70116651.75,29876.0
6,1987,3.2259323374727487,2.651269934924669,2.9635671481043,-1.2407860084518851,70890426.71,29233.0
6,1988,3.231489200935129,2.641759924029408,2.9665395007171216,-1.2473167754608538,71996316.75999999,20038.0
6,1989,3.2432052560142224,2.6397311249418554,2.9552351380377337,-1.2478683924256408,72391643.62,22563.0
6,1990,3.2265317520042833,2.649327416972511,2.9884101100735827,-1.2496156222058832,77660955.26,30628.0
6,1991,3.23347895116837,2.6417947260689942,2.967831728551072,-1.2475447732047964,75224788.47,29574.0
6,1992,3.2255669495501387,2.651919335889998,2.9514128776933277,-1.2368201441887856,74207553.67,27288.0
6,1993,3.227073733645697,2.640504095495018,2.9532554320424267,-1.241160931573191,73475327.35,26173.0
6,1994,3.2284374610502944,2.6299525458559323,2.9326000739668268,-1.237609597546402,75627284.98310001,25685.0
6,1995,3.2336708427785386,2.625540298986613,2.9229867585461746,-1.2383772225643839,77679187.4998,25200.0
6,1996,3.2513529011471283,2.6113955367808552,2.897423684526655,-1.2396477142962599,79311068.3862,25099.0
6,1997,3.2487147126387463,2.6251072731495286,2.9173681548706814,-1.2417897661966535,82464030.7195,25972.0
6,1998,3.2489639058723956,2.619307547442078,2.9303110637689023,-1.247177849720814,85504874.972,26825.0
6,1999,3.25941222735151,2.6131874349567714,2.9235941636326475,-1.2512392789547897,88212279.4892,27238.0
6,2000,3.2641648621566,2.608738992940577,2.9170798648073544,-1.2523170121817442,90209544.3882,27669.0
6,2001,3.2680185408656213,2.601024772805241,2.92742646136792,-1.258541871482625,90620925.0971,26569.0
6,2002,3.255449658016609,2.6062228114090833,2.948659170428803,-1.2600906886119019,86239630.7922,25471.0
6,2003,3.2649476909217325,2.5932753584721553,2.916830991768921,-1.258561010476338,85026492.82859999,23422.0
6,2004,3.263838134989536,2.6090815398017595,2.9436285116210317,-1.2615864600077342,88241468.3569,24521.0
6,2005,3.264563677945269,2.6082131756422147,2.9528496806638844,-1.2641294179411726,89572281.75639999,26877.0
6,2006,3.278400500860997,2.59227448092218,2.961171072728823,-1.276309595152944,90156884.58360001,28059.0
6,2007,3.271298498360313,2.60232514141561,2.9706729224490824,-1.27418920910152,92415734.2265,28029.0
6,2008,3.278611427983533,2.5933137341817116,2.939572024841334,-1.2685295229344438,91074029.64400001,27758.0
6,2009,3.2864275201547666,2.5787274413323584,2.912907967664744,-1.2681094625969207,83427779.6408,25808.0
6,2010,3.281971007013485,2.581004125911074,2.9050633780677266,-1.264304349115505,80999263.7376,25388.0
6,2011,3.2807655086764727,2.5903614609838486,2.9120114830416037,-1.2613654683599076,81422815.0815,25227.0
6,2012,3.3081859568380247,2.5747156471854735,2.8958478864734545,-1.2701541248745414,83607205.7989,25731.0
6,2013,3.3036726985230813,2.586605574776707,2.912029284355141,-1.268980941987214,85453354.8531,25981.0
6,2014,3.302495063831412,2.5879683072660735,2.918121918519771,-1.2707785781195178,87371916.21849999,26421.0
6,2015,3.2920477110144373,2.589286975326592,2.922368876256494,-1.2680897038324128,91230188.5227,26472.0
6,2016,3.2984224831753863,2.5748878066671383,2.9150797665843937,-1.27319956905131,94153900.5059,26743.0
6,2017,3.31102954791009,2.576427569608869,2.9193736967273654,-1.2776023291993719,94806919.4149,26432.0
6,2018,3.3096008328832207,2.577091943575167,2.931076481924559,-1.2811710376283332,96796691.1057,25877.0
6,2019,3.312416025166136,2.5662250387040872,2.906823679177178,-1.2771282273864848,98563943.5726,25678.0
6,2020,3.3312575050953037,2.569262013374907,2.9190783984817728,-1.2839814340173146,88719084.9432,20474.0
6,2021,3.3249954036306124,2.576621101164909,2.9383987679485837,-1.2877617664853367,92490276.20719999,21572.0
6,2022,3.342043114427337,2.5625542223547417,2.92385578002951,-1.293238800032698,98727290.94929999,22163.0
6,2023,3.344056644921298,2.556770307709048,2.908175164988769,-1.2895388397698124,97502516.2193,21349.0
6,2024,3.3394927987787657,2.5565427890206522,2.9133747130914824,-1.2891095974220568,96797689.5484,21344.0
6,2025,3.361838968794311,2.544780912401043,2.876865032958268,-1.2878062353699717,90179956.1487,17932.0
6,2026,3.357121322186111,2.5247204919164643,2.8545982786745263,-1.2877195804998538,16122009.6475,3199.0
8,1977,3.15580444390932,2.692653238280685,3.112984196954603,-1.2533372497496997,3297855.51,2832.0
8,1978,3.1869876568448046,2.698618327820256,3.0577216931246833,-1.2436996046409265,6415183.14,5831.0
8,1979,3.2129605384065214,2.6687163780399885,3.0183602259528817,-1.2475017593013467,6903673.9399999995,6174.0
8,1980,3.222984135742913,2.6672361258584054,3.003692695974027,-1.2441047194054915,7282961.609999999,6392.0
8,1981,3.227452068604789,2.6625055339707897,2.999291702902828,-1.2453998322721522,7901758.850000001,6921.0
8,1982,3.230065702067945,2.6353650190223354,2.9658030338230112,-1.2438823665804393,7932036.35,6904.0
8,1983,3.2159621857901994,2.6126246468039516,2.967667478928018,-1.2500329942037516,8595123.989999998,7174.0
8,1984,3.233132703152403,2.618582781084884,2.9694856077373353,-1.2530095502989682,9168031.95,6501.0
8,1985,3.2616439612761523,2.6089517785223815,2.937417182893135,-1.25664236307198,8844659.91,4711.0
8,1986,3.256268210979757,2.5799481964880613,2.8958688094261342,-1.252674642500011,8565403.129999999,4107.0
8,1987,3.2560111029883925,2.578593454259199,2.883207051359935,-1.2466645547680293,8348910.46,3985.0
8,1988,3.243024542263373,2.573312387965942,2.87029131671974,-1.2417613837363668,8668315.52,4047.0
8,1989,3.2314125976076644,2.60617563139633,2.944632928103576,-1.2494814502177016,8773159.24,4087.0
8,1990,3.2458279434811748,2.6009414814735297,2.8975433477233197,-1.2421286250331116,8702798.89,4150.0
